,Source,Date,Text,Compound,Positive,Neutral,Negative
146,CBSNews,Mon Jan 15 02:40:01 +0000 2018,Detectives probe claim that disgraced former politician Elliot Spitzer wanted to stab man during irate interaction… https://t.co/sfXwigqrfA,-0.8934,0.0,0.567,0.433
147,CBSNews,Mon Jan 15 02:21:32 +0000 2018,President Trump says he's not a racist days after his reported use of vulgar language to describe immigrants from A… https://t.co/k2ZZQM0UZK,0.4973,0.145,0.855,0.0
148,CBSNews,Mon Jan 15 02:00:01 +0000 2018,Driver trying to make an escape in NYC's Times Square hit a police officer with his car before speeding off… https://t.co/brvJXUDKli,0.1779,0.082,0.918,0.0
149,CBSNews,Mon Jan 15 01:40:01 +0000 2018,Former NBA star Dennis Rodman has been arrested on suspicion of DUI in Southern California https://t.co/a1Jrv9NEmv https://t.co/f23KGV8zmG,-0.6908,0.0,0.725,0.275
150,CBSNews,Mon Jan 15 01:20:01 +0000 2018,"Married couple killed as Amtrak train hits SUV in North Carolina, authorities say https://t.co/0DMiXjvmxu https://t.co/tRxRokswIx",-0.6705,0.0,0.757,0.243
151,CBSNews,Mon Jan 15 01:00:01 +0000 2018,"Is Portland still Portlandia? For years, the city has been the symbol for laid-back, inexpensive quirkiness, but it… https://t.co/CIvb18AOmO",0.0,0.0,1.0,0.0
152,CBSNews,Mon Jan 15 00:40:00 +0000 2018,"It may mostly be propaganda when North Korea boasts about its nuclear capabilities, but one American scientist says… https://t.co/phGnlcYC2S",-0.128,0.0,0.923,0.077
153,CBSNews,Mon Jan 15 00:20:03 +0000 2018,"In 16 years, the Afghan War has cost 2,400 American lives and $1 trillion. But with the country's capital under sie… https://t.co/sTj39YAIae",-0.5994,0.0,0.843,0.157
154,CBSNews,Mon Jan 15 00:00:01 +0000 2018,"Portland is known for its civic responsibility and tolerant disposition. Yet last May, the city also witnessed a ho… https://t.co/cYQMbwK08w",0.2732,0.104,0.896,0.0
155,CBSNews,Sun Jan 14 23:47:26 +0000 2018,"Footage shows firefighters responding to a casino boat engulfed in flames near Port Richey, Florida. Dozens of peop… https://t.co/g2hOxRv8HO",0.0,0.0,1.0,0.0
156,CBSNews,Sun Jan 14 23:21:01 +0000 2018,North Korea has been boasting about its growing nuclear arsenal for years. To make sure the US got the message that… https://t.co/t8qPSfrtMQ,0.4588,0.167,0.833,0.0
157,CBSNews,Sun Jan 14 22:41:01 +0000 2018,"The war in Afghanistan is the longest in US history. After 16 years, a trillion dollars and 2400 American lives, th… https://t.co/BOYYHwOKVi",-0.5994,0.0,0.837,0.163
158,CBSNews,Sun Jan 14 22:22:02 +0000 2018,Sen. Tom Cotton joined @FaceTheNation to discuss the immigration debate and the White House's handling of foreign h… https://t.co/uVoEbWZCle,0.0,0.0,1.0,0.0
159,CBSNews,Sun Jan 14 22:02:30 +0000 2018,The death toll in the California mudslides rises to 20 after another body was found during a search on Sunday.… https://t.co/2KkvWZs2Yx,-0.5994,0.0,0.83,0.17
160,CBSNews,Sun Jan 14 21:42:30 +0000 2018,WATCH: Vice President Mike Pence and Second lady Karen Pence lay a wreath at the Martin Luther King Jr. Memorial in… https://t.co/HpAbOrhV3P,0.0,0.0,1.0,0.0
161,CBSNews,Sun Jan 14 21:22:01 +0000 2018,Wake Island: Where America's day really begins (via @CBSSunday) https://t.co/GPySnDSyWU https://t.co/rWtcZILDIr,0.0,0.0,1.0,0.0
162,CBSNews,Sun Jan 14 20:42:01 +0000 2018,"FCC chairman Ajit Pai slams ""absolutely unacceptable"" Hawaii missile false alarm https://t.co/yTkPbHRnpc https://t.co/bqICePUA9M",-0.6901,0.0,0.659,0.341
163,CBSNews,Sun Jan 14 20:22:32 +0000 2018,WATCH: Five Axe-wielding thieves break into the Ritz Hotel in Paris and two get away with $5.4 million in stolen go… https://t.co/JmRSdi1xtA,-0.7579,0.0,0.755,0.245
164,CBSNews,Sun Jan 14 20:02:01 +0000 2018,"Sharon Stone's second chance: The Oscar-nominated actress is back, following a serious brain hemorrhage, to star in… https://t.co/Ovvt9WSfd6",0.1779,0.109,0.82,0.071
165,CBSNews,Sun Jan 14 19:42:01 +0000 2018,"Death toll from mudslides rises to 20 as recovery crews slowly make progress digging away masses of mud, boulders a… https://t.co/QGVCrbk6vS",-0.2732,0.109,0.739,0.152
166,CBSNews,Sun Jan 14 19:22:00 +0000 2018,"""It was hurtful, it's harmful, it shouldn't have been said, but let's move on,"" Sen. Joe Manchin said on… https://t.co/gz4EAGBvtQ",-0.296,0.0,0.896,0.104
167,CBSNews,Sun Jan 14 19:02:26 +0000 2018,How did this car go airborne and fly through a second story window? https://t.co/CQczupD4m0,0.0,0.0,1.0,0.0
168,CBSNews,Sun Jan 14 18:42:01 +0000 2018,"""I didn't hear it, and I was sitting no further away from Donald Trump than Dick Durbin was,"" Sen. Tom Cotton says… https://t.co/NOwrLcdh5t",-0.6705,0.0,0.784,0.216
169,CBSNews,Sun Jan 14 18:22:01 +0000 2018,"Sen. Cory Gardner told @FaceTheNation that the comments were ""unbecoming"" and that he hoped to ""move beyond"" it… https://t.co/kb98yjUrYC",0.3818,0.126,0.874,0.0
170,CBSNews,Sun Jan 14 18:02:01 +0000 2018,Drawing the lines on gerrymandering: @MoRocca on the history and controversy surrounding the re-drawing of politica… https://t.co/OwrdHEDlNb,0.0,0.0,1.0,0.0
171,CBSNews,Sun Jan 14 17:42:01 +0000 2018,"Oprah Winfrey on ""Time's Up"": Where do we go from here? (via @CBSSunday)
https://t.co/3cgFP79Sfy https://t.co/ZJi03m9zYH",0.0,0.0,1.0,0.0
172,CBSNews,Sun Jan 14 17:22:01 +0000 2018,"POLL: On the issues looming now, most Americans - 70% - favor DACA. Among President Trump's backers, a slim majorit… https://t.co/9tUVpsbLas",0.3535,0.145,0.782,0.073
173,CBSNews,Sun Jan 14 17:02:38 +0000 2018,Two drivers found themselves sitting on top of their cars as 7 feet of water engulfed their vehicles after trying t… https://t.co/37gX87ppMa,0.2023,0.083,0.917,0.0
174,CBSNews,Sun Jan 14 16:42:01 +0000 2018,"Almanac: ""Elvis: Aloha from Hawaii via Satellite"" (via @CBSSunday) https://t.co/HxFUnhSZhi https://t.co/iCOpn8Qxa7",0.0,0.0,1.0,0.0
175,CBSNews,Sun Jan 14 16:22:38 +0000 2018,WATCH: 21 crew members on board a bulk freighter were airlifted to safety after their ship collided with an oil tan… https://t.co/LNnOkRiEMB,0.4215,0.123,0.877,0.0
176,CBSNews,Sun Jan 14 16:02:01 +0000 2018,"Magnitude 7.1 earthquake hits off Pacific coast of Peru, killing at least 1 person https://t.co/YvlLorUaMK https://t.co/SbOSXEl1vX",-0.6597,0.0,0.761,0.239
177,CBSNews,Sun Jan 14 15:42:02 +0000 2018,"One year into Donald Trump's presidency, Americans feel more positive about the economy but not as good about the s… https://t.co/ftyV4dKCXm",-0.1686,0.1,0.774,0.127
178,CBSNews,Sun Jan 14 15:22:24 +0000 2018,"This couple made good on their New Year's resolution to ""live in the moment"" when they pulled over on their way hom… https://t.co/WpuNKbO9gf",0.4404,0.116,0.884,0.0
179,CBSNews,Sun Jan 14 15:02:39 +0000 2018,An airplane dangled precariously off a muddy cliff with its nose only a few feet from the Black Sea after skidding… https://t.co/skg62YX7UH,0.0,0.0,1.0,0.0
180,CBSNews,Sun Jan 14 14:42:01 +0000 2018,An airplane  skidded off a runway after landing in northern Turkey and dangled precariously off a muddy cliff with… https://t.co/509jsHceLo,0.0,0.0,1.0,0.0
181,CBSNews,Sun Jan 14 14:22:01 +0000 2018,Death toll from the Southern California mudslides rose to 19 on Saturday but a man who had also been on the list of… https://t.co/JhNkyAHY0n,-0.3506,0.0,0.9,0.1
182,CBSNews,Sun Jan 14 14:03:05 +0000 2018,"Bill Cosby: ""Don't put me on #MeToo"" https://t.co/BusCBZMIuU https://t.co/baoj9AxgBh",0.0,0.0,1.0,0.0
183,CBSNews,Sun Jan 14 13:48:05 +0000 2018,"Doreen Tracey, one of the original Disney Mouseketeers, has died at 74 https://t.co/DnE7beprHW https://t.co/Au0jTxwI18",-0.3182,0.128,0.67,0.201
184,CBSNews,Sun Jan 14 13:33:09 +0000 2018,Chelsea Manning files to run for Senate in Maryland https://t.co/yVuzVEFGNP https://t.co/Db7UzJSQFG,0.0,0.0,1.0,0.0
185,CBSNews,Sun Jan 14 13:18:05 +0000 2018,2018 flu season appears to hit deadly peak https://t.co/bzLnii2DoX https://t.co/Nlc6lKopjN,-0.3818,0.0,0.776,0.224
186,CBSNews,Sun Jan 14 13:03:05 +0000 2018,Missouri Gov. Eric Greitens accused of slapping mistress https://t.co/1r62UQlZ0z https://t.co/EaZZZjexQE,-0.296,0.0,0.804,0.196
187,CBSNews,Sun Jan 14 12:48:05 +0000 2018,H&amp;M stores in South Africa stormed over monkey hoodie https://t.co/W7KuxYkD6G https://t.co/BH1l82QFt6,0.0,0.0,1.0,0.0
188,CBSNews,Sun Jan 14 12:33:05 +0000 2018,Is your local Sam's Club closing? Check the reported closures list https://t.co/WQAxoofB8I https://t.co/aKsedcSEyW,0.0,0.0,1.0,0.0
189,CBSNews,Sun Jan 14 12:18:08 +0000 2018,"African ambassadors to U.N. call President Trump's remark ""outrageous, racist"" https://t.co/sLtzXfGMxp https://t.co/ePIozIuVhc",-0.6124,0.0,0.733,0.267
190,CBSNews,Sun Jan 14 12:03:05 +0000 2018,"Report: Killing of girl found burned called ""worst child death case"" Michigan has seen https://t.co/HYmoz26uBh https://t.co/adhnnksOL8",-0.9246,0.0,0.512,0.488
191,CBSNews,Sun Jan 14 11:48:05 +0000 2018,Hawaii missile alert: FCC launches investigation into false ballistic missile warning https://t.co/ElCIQHtDSx https://t.co/yRNqWDhKxG,-0.0516,0.141,0.705,0.154
192,CBSNews,Sun Jan 14 11:33:09 +0000 2018,Car passenger dies while stopping along Texas highway to urinate https://t.co/5ZQlO6Hpr8 https://t.co/MLpjG4eXhK,-0.1531,0.0,0.873,0.127
193,CBSNews,Sun Jan 14 11:18:08 +0000 2018,"Man who aided disoriented patient says ""she's doing a lot better"" https://t.co/1Qu0iO4pW5 https://t.co/9iqjaDacRs",0.1027,0.188,0.649,0.162
194,CBSNews,Sun Jan 14 11:03:05 +0000 2018,"President Trump cancels London trip, blames Obama administration https://t.co/f89KG3ujhd https://t.co/ACzfFDJNyT",-0.5574,0.0,0.635,0.365
195,CBSNews,Sun Jan 14 10:48:05 +0000 2018,"Frustrations, dark discoveries mount for California mudslide town https://t.co/8HMjguLU5c https://t.co/BxDjj7YVBv",-0.4588,0.0,0.75,0.25
196,CBSNews,Sun Jan 14 10:33:05 +0000 2018,Former U.S. Postal Service worker admits burning mail for months https://t.co/WwaDYvGk1P https://t.co/DSc8EgxfLt,0.296,0.167,0.833,0.0
197,CBSNews,Sun Jan 14 10:18:08 +0000 2018,"Suspect in fatal ""SWATting"" call charged with involuntary manslaughter https://t.co/TsMTi8GiCC https://t.co/w6csyZuNqq",-0.7579,0.0,0.516,0.484
198,CBSNews,Sun Jan 14 10:03:05 +0000 2018,"Paul Ryan calls President Trump's ""sh*thole"" comment ""very unfortunate"" and ""unhelpful"" https://t.co/CoKy77Mmku https://t.co/V8Zl9Ix6nk",-0.5095,0.0,0.785,0.215
199,CBSNews,Sun Jan 14 09:48:05 +0000 2018,"Records: FBI knew Las Vegas gunman had stashes of big guns, ammunition, explosives https://t.co/91VlEx8Hdy https://t.co/sVdhkIVlLj",0.0,0.0,1.0,0.0
200,CNN,Mon Jan 15 07:46:25 +0000 2018,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/rj9hKd5LhD,0.0,0.0,1.0,0.0
201,CNN,Mon Jan 15 07:40:07 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/nbVABBrjnQ",0.4973,0.139,0.861,0.0
202,CNN,Mon Jan 15 07:30:36 +0000 2018,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/JEtXv4Rf4P https://t.co/jRO4ZulrnD",0.0,0.0,1.0,0.0
203,CNN,Mon Jan 15 07:22:42 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/LT2zoPToK1 https://t.co/3BPJa0l4IB,-0.2023,0.0,0.886,0.114
204,CNN,Mon Jan 15 07:12:37 +0000 2018,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/R0pz5Q8ghW,-0.4404,0.0,0.861,0.139
205,CNN,Mon Jan 15 07:00:12 +0000 2018,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/3sDiUPKxIt",0.4019,0.137,0.863,0.0
206,CNN,Mon Jan 15 06:57:15 +0000 2018,"The Philippines' most active volcano has shown signs of imminent eruption, forcing thousands of people on the main… https://t.co/AkBfgCh7IP",0.4576,0.143,0.857,0.0
207,CNN,Mon Jan 15 06:49:19 +0000 2018,"North and South Korea are discussing fielding a joint ice hockey team in next month's Winter Olympics, a potential… https://t.co/y8lfo8eDCh",0.0,0.0,1.0,0.0
208,CNN,Mon Jan 15 06:31:26 +0000 2018,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/W7x1hLdx1K",0.0,0.0,1.0,0.0
209,CNN,Mon Jan 15 06:30:00 +0000 2018,Images are circulating on social media showing the extent of the damage caused by the floor collapse at the Jakarta… https://t.co/2JOvvrPZuO,-0.7506,0.0,0.748,0.252
210,CNN,Mon Jan 15 06:14:23 +0000 2018,"JUST IN: One of the floors at the Jakarta stock exchange building has collapsed, according to a spokeswoman… https://t.co/K4YrnzPQT3",-0.2732,0.0,0.89,0.11
211,CNN,Mon Jan 15 06:00:12 +0000 2018,Iceland made it illegal to pay women less than men https://t.co/sXpcdm3LZ0 https://t.co/TZtIPzSRV8,-0.6124,0.0,0.667,0.333
212,CNN,Mon Jan 15 05:47:44 +0000 2018,High-level officials from North and South Korea are meeting again Monday -- a follow-up to last week's diplomatic b… https://t.co/eqwHsPRxAS,0.0,0.0,1.0,0.0
213,CNN,Mon Jan 15 05:30:07 +0000 2018,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/yixAiMEcPo",0.0,0.0,1.0,0.0
214,CNN,Mon Jan 15 05:28:57 +0000 2018,Here is what it was like getting a false missile alert in Hawaii https://t.co/9nf6BXG20n (via @CNNOpinion),0.5719,0.266,0.734,0.0
215,CNN,Mon Jan 15 05:09:27 +0000 2018,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/8dq8El6pT2,0.0772,0.075,0.925,0.0
216,CNN,Mon Jan 15 04:56:49 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/MtlXANYUbc",0.4973,0.139,0.861,0.0
217,CNN,Mon Jan 15 04:32:15 +0000 2018,Reuters chief says journalists jailed in Myanmar need the public https://t.co/AqoUUA021H https://t.co/Mb9DksdwZN,-0.4939,0.0,0.775,0.225
218,CNN,Mon Jan 15 04:30:14 +0000 2018,Iran has released more than 400 people detained in anti-government protests that broke out across the country in la… https://t.co/JWjB2FnbeX,-0.7506,0.0,0.697,0.303
219,CNN,Mon Jan 15 04:30:11 +0000 2018,Diet Coke is introducing four new flavors and a skinnier can in a move targeted at Millennials… https://t.co/AJCy2ZDJEW,0.0,0.0,1.0,0.0
220,CNN,Mon Jan 15 07:46:25 +0000 2018,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/rj9hKd5LhD,0.0,0.0,1.0,0.0
221,CNN,Mon Jan 15 07:40:07 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/nbVABBrjnQ",0.4973,0.139,0.861,0.0
222,CNN,Mon Jan 15 07:30:36 +0000 2018,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/JEtXv4Rf4P https://t.co/jRO4ZulrnD",0.0,0.0,1.0,0.0
223,CNN,Mon Jan 15 07:22:42 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/LT2zoPToK1 https://t.co/3BPJa0l4IB,-0.2023,0.0,0.886,0.114
224,CNN,Mon Jan 15 07:12:37 +0000 2018,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/R0pz5Q8ghW,-0.4404,0.0,0.861,0.139
225,CNN,Mon Jan 15 07:00:12 +0000 2018,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/3sDiUPKxIt",0.4019,0.137,0.863,0.0
226,CNN,Mon Jan 15 06:57:15 +0000 2018,"The Philippines' most active volcano has shown signs of imminent eruption, forcing thousands of people on the main… https://t.co/AkBfgCh7IP",0.4576,0.143,0.857,0.0
227,CNN,Mon Jan 15 06:49:19 +0000 2018,"North and South Korea are discussing fielding a joint ice hockey team in next month's Winter Olympics, a potential… https://t.co/y8lfo8eDCh",0.0,0.0,1.0,0.0
228,CNN,Mon Jan 15 06:31:26 +0000 2018,"It takes 300 people, 12,000 parts and a year to make a single Steinway &amp; Sons piano. Here’s how the pianos are made… https://t.co/W7x1hLdx1K",0.0,0.0,1.0,0.0
229,CNN,Mon Jan 15 06:30:00 +0000 2018,Images are circulating on social media showing the extent of the damage caused by the floor collapse at the Jakarta… https://t.co/2JOvvrPZuO,-0.7506,0.0,0.748,0.252
230,CNN,Mon Jan 15 06:14:23 +0000 2018,"JUST IN: One of the floors at the Jakarta stock exchange building has collapsed, according to a spokeswoman… https://t.co/K4YrnzPQT3",-0.2732,0.0,0.89,0.11
231,CNN,Mon Jan 15 06:00:12 +0000 2018,Iceland made it illegal to pay women less than men https://t.co/sXpcdm3LZ0 https://t.co/TZtIPzSRV8,-0.6124,0.0,0.667,0.333
232,CNN,Mon Jan 15 05:47:44 +0000 2018,High-level officials from North and South Korea are meeting again Monday -- a follow-up to last week's diplomatic b… https://t.co/eqwHsPRxAS,0.0,0.0,1.0,0.0
233,CNN,Mon Jan 15 05:30:07 +0000 2018,"Engineers sue Google, alleging that it discriminates against conservatives, white people and men… https://t.co/yixAiMEcPo",0.0,0.0,1.0,0.0
234,CNN,Mon Jan 15 05:28:57 +0000 2018,Here is what it was like getting a false missile alert in Hawaii https://t.co/9nf6BXG20n (via @CNNOpinion),0.5719,0.266,0.734,0.0
235,CNN,Mon Jan 15 05:09:27 +0000 2018,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/8dq8El6pT2,0.0772,0.075,0.925,0.0
236,CNN,Mon Jan 15 04:56:49 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/MtlXANYUbc",0.4973,0.139,0.861,0.0
237,CNN,Mon Jan 15 04:32:15 +0000 2018,Reuters chief says journalists jailed in Myanmar need the public https://t.co/AqoUUA021H https://t.co/Mb9DksdwZN,-0.4939,0.0,0.775,0.225
238,CNN,Mon Jan 15 04:30:14 +0000 2018,Iran has released more than 400 people detained in anti-government protests that broke out across the country in la… https://t.co/JWjB2FnbeX,-0.7506,0.0,0.697,0.303
239,CNN,Mon Jan 15 04:30:11 +0000 2018,Diet Coke is introducing four new flavors and a skinnier can in a move targeted at Millennials… https://t.co/AJCy2ZDJEW,0.0,0.0,1.0,0.0
240,CNN,Mon Jan 15 04:22:10 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/jUCB6rZpuZ https://t.co/oQ1MzmmfBi,-0.2023,0.0,0.886,0.114
241,CNN,Mon Jan 15 04:01:51 +0000 2018,This is how people in Hawaii reacted to the missile scare https://t.co/RGxi6lzXEz https://t.co/7wbiOuYRPf,-0.4939,0.0,0.789,0.211
242,CNN,Mon Jan 15 03:53:02 +0000 2018,Oil tanker burning in the East China Sea sinks https://t.co/fXyBozdAy7 https://t.co/TDxiPF4m3K,0.0,0.0,1.0,0.0
243,CNN,Mon Jan 15 03:47:03 +0000 2018,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/ABxifbiD8Y",0.6209,0.233,0.701,0.066
244,CNN,Mon Jan 15 03:41:06 +0000 2018,"Former US Defense Secretary Chuck Hagel called President Donald Trump ""an embarrassment"" and said he ""is doing grea… https://t.co/RBu9ly88f8",-0.34,0.07,0.794,0.136
245,CNN,Mon Jan 15 03:31:21 +0000 2018,Here's a 2018 guide to Macau's best casinos https://t.co/NxOy7F0bLZ via @CNNTravel https://t.co/qiKuWFw8sY,0.6369,0.296,0.704,0.0
246,CNN,Mon Jan 15 03:30:05 +0000 2018,Pope Francis faces tensions on South America trip https://t.co/fgCzAXzNp2 https://t.co/nWNbl5PRMN,-0.4019,0.0,0.769,0.231
247,CNN,Mon Jan 15 03:19:41 +0000 2018,The NFL playoff game between the Pittsburgh Steelers and Jacksonville Jaguars went off without a hitch Sunday after… https://t.co/W8Cxr9AyxG,0.0,0.0,1.0,0.0
248,CNN,Mon Jan 15 03:06:51 +0000 2018,Republican Sen. Jeff Flake expected to deliver floor speech comparing Donald Trump's attacks on media to the rhetor… https://t.co/YdvUmj4SWe,-0.4404,0.0,0.861,0.139
249,CNN,Mon Jan 15 02:58:02 +0000 2018,"Pope Francis' trip to South America this week is supposed to be all about peace, unity and hope. But the pontiff co… https://t.co/7ahjjpVlOA",0.7506,0.234,0.766,0.0
250,CNN,Mon Jan 15 02:48:54 +0000 2018,What went wrong with Hawaii's false emergency alert https://t.co/fjy61y5FMG,-0.5423,0.158,0.432,0.41
251,CNN,Mon Jan 15 02:30:04 +0000 2018,Lawmakers bemoan backlash over President Trump's comments amid bipartisan push for DACA deal https://t.co/D7aieSPe9j https://t.co/GhpLsBugxt,0.0,0.0,1.0,0.0
252,CNN,Mon Jan 15 02:30:04 +0000 2018,This is how the missile detection and emergency messaging systems are supposed to work — and what went wrong in Haw… https://t.co/7iVBPidjFw,-0.6908,0.0,0.769,0.231
253,CNN,Mon Jan 15 02:25:51 +0000 2018,"'This place is a shithole' projected onto Trump hotel, with emojis https://t.co/DWVdDmSPUk",0.0,0.0,1.0,0.0
254,CNN,Mon Jan 15 02:08:25 +0000 2018,"A growing movement is targeting single-use plastic straws, which are not recyclable and often end up littering the… https://t.co/IdAcBXI7vh",0.1779,0.091,0.909,0.0
255,CNN,Mon Jan 15 02:00:20 +0000 2018,"Donald Trump owes each and every American money, writes Dean Obeidallah for @CNNOpinion https://t.co/m6JA2YQRuw https://t.co/HIKd2YKp2g",0.0,0.0,1.0,0.0
256,CNN,Mon Jan 15 01:54:22 +0000 2018,Palestinian Authority President Mahmoud Abbas appears to have confirmed reports that the Trump administration has e… https://t.co/IarWjcTR36,0.0772,0.075,0.925,0.0
257,CNN,Mon Jan 15 01:39:04 +0000 2018,"""They made a mistake."" Donald Trump makes first comments about the false ballistic missile alert sent out by Hawaii… https://t.co/h2DXwJFtX2",0.296,0.109,0.891,0.0
258,CNN,Mon Jan 15 01:30:08 +0000 2018,Nearly 180 people have been killed in Syria's Eastern Ghouta in two weeks https://t.co/h12qDm3sdI https://t.co/H47o7fn2u4,-0.6705,0.0,0.757,0.243
259,CNN,Mon Jan 15 01:15:01 +0000 2018,"A member of Qatar's royal family has said he is being held against his will in the United Arab Emirates, a claim di… https://t.co/oZpLazCALD",0.4215,0.118,0.882,0.0
260,CNN,Mon Jan 15 01:06:43 +0000 2018,US President Donald Trump defended himself on Sunday night after several days of controversy over his remarks about… https://t.co/fDuwcKRkc9,0.0,0.0,1.0,0.0
261,CNN,Mon Jan 15 01:00:17 +0000 2018,A bipartisan group of New Jersey elected officials has teamed up to oppose President Trump's offshore drilling prop… https://t.co/CGFm69CuTg,0.0,0.0,1.0,0.0
262,CNN,Mon Jan 15 00:56:20 +0000 2018,"""I am the least racist person you have ever interviewed."" 

US President Donald Trump tells reporters he is ""not a… https://t.co/lVHf3DgznS",0.4973,0.139,0.861,0.0
263,CNN,Mon Jan 15 00:30:13 +0000 2018,Republican Sen. Jeff Flake of Arizona is expected to deliver a floor speech comparing President Trump's attacks on… https://t.co/vgFoMBXH6Z,-0.4404,0.0,0.854,0.146
264,CNN,Mon Jan 15 00:15:59 +0000 2018,"Passengers swim to safety after fire on casino shuttle boat north of Tampa, Florida https://t.co/cL1r0pLwhh https://t.co/bvSiNqZt64",0.1027,0.146,0.729,0.125
265,CNN,Mon Jan 15 00:00:19 +0000 2018,Facebook COO Sheryl Sandberg and Twitter CEO Jack Dorsey are off Disney's board https://t.co/U8ju0MmpcP https://t.co/nupNfNTEpB,0.0,0.0,1.0,0.0
266,CNN,Sun Jan 14 23:30:19 +0000 2018,"As a citizen of Norway, I can tell you we're not flattered, but offended by President Trump's eagerness to have us… https://t.co/xfkngzkOJ5",0.6209,0.233,0.701,0.066
267,CNN,Sun Jan 14 23:00:26 +0000 2018,"Republican Rep. Trey Gowdy steps down from the House Ethics Committee, citing ""challenging workload""… https://t.co/P6KESVqIna",0.1531,0.103,0.897,0.0
268,CNN,Sun Jan 14 22:45:11 +0000 2018,"Former Secretary of State Condoleezza Rice says ""nobody should try to impede"" special counselor Robert Mueller's in… https://t.co/XJhwoPl8b9",0.4019,0.137,0.863,0.0
269,CNN,Sun Jan 14 22:30:07 +0000 2018,Here is what it was like getting a false missile alert in Hawaii https://t.co/Fdb5p3gkB8 (via @CNNOpinion),0.5719,0.266,0.734,0.0
270,CNN,Sun Jan 14 22:15:07 +0000 2018,Former President Bill Clinton has denied accusations that his charity used donations for Haiti to pay for his daugh… https://t.co/QMdhhtwj2s,-0.4215,0.11,0.63,0.26
271,CNN,Sun Jan 14 22:00:22 +0000 2018,What it was like in Hawaii during the missile scare https://t.co/3LvS91y137 https://t.co/g3Cw5D8U0r,-0.1779,0.159,0.637,0.204
272,CNN,Sun Jan 14 21:45:11 +0000 2018,"Former Massachusetts Gov. Mitt Romney texted a friend that he plans to run for Senate this year, according to a new… https://t.co/R8RHd5PGWJ",0.4939,0.144,0.856,0.0
273,CNN,Sun Jan 14 21:30:40 +0000 2018,"Bill Murray debuts his Steve Bannon on ""SNL"" https://t.co/t7fEoWSvfv https://t.co/JHHg3LDfMy",0.0,0.0,1.0,0.0
274,CNN,Sun Jan 14 21:15:13 +0000 2018,Ford brings back the Ranger https://t.co/jsXQSDFQkl https://t.co/LpV0jNTNC0,0.0,0.0,1.0,0.0
275,CNN,Sun Jan 14 21:00:03 +0000 2018,"FCC Chairman Ajit Pai says an investigation into Hawaii's false missile alarm already is showing the state lacked ""… https://t.co/VRnQ8zSMkN",-0.34,0.0,0.888,0.112
276,CNN,Sun Jan 14 20:45:13 +0000 2018,Oil tanker burning in the East China Sea sinks https://t.co/1euEe3p3y3 https://t.co/QUDB7SLb4J,0.0,0.0,1.0,0.0
277,CNN,Sun Jan 14 20:30:04 +0000 2018,NBA Hall of Famer Dennis Rodman has been charged with DUI in California https://t.co/SC7WVnV5mv https://t.co/UXDeY8UTdY,-0.2023,0.0,0.886,0.114
278,CNN,Sun Jan 14 20:15:04 +0000 2018,"""The Handmaid's Tale"" season 2 has a premiere date https://t.co/tsr3hqVPP1 https://t.co/Jfd9dryyZd",0.0,0.0,1.0,0.0
279,CNN,Sun Jan 14 20:00:22 +0000 2018,"Former Secretary of State Condoleezza Rice says North Korean leader Kim Jong Un is ""turning out, much more so than… https://t.co/IugCXWZdrK",0.0,0.0,1.0,0.0
280,CNN,Sun Jan 14 19:45:03 +0000 2018,"Iranian President Hassan Rouhani says President Trump ""failed"" to kill off nuclear deal https://t.co/ie86Cf9DRu https://t.co/a1z7oSG0ln",-0.6908,0.0,0.749,0.251
